hour, t(sec), |V|1 (volts), |V|2 (volts), |V|3 (volts), |V|4 (volts), |I|1 (amps), |I|2 (amps), |I|3 (amps), |I|4 (amps)
0, 0.00000, 5631.33, 5882.93, 5620.24, 0, 191.236, 199.781, 190.858, 10.071
0, 0.00000, 5645.92, 5897.92, 5635.02, 0, 190.994, 199.52, 190.625, 10.0611
0, 0.00000, 5660.59, 5912.99, 5649.9, 0, 190.75, 199.257, 190.39, 10.0512
0, 0.00000, 5675.34, 5928.16, 5664.86, 0, 190.505, 198.992, 190.153, 10.0412
0, 0.00000, 5690.18, 5943.41, 5679.91, 0, 190.258, 198.725, 189.914, 10.0311
0, 0.00000, 5705.11, 5958.74, 5695.05, 0, 190.009, 198.457, 189.673, 10.0209
0, 0.00000, 5720.11, 5974.16, 5710.28, 0, 189.758, 198.186, 189.431, 10.0107
0, 0.00000, 5735.2, 5989.67, 5725.59, 0, 189.506, 197.914, 189.187, 10.0004
0, 0.00000, 5750.24, 6005.12, 5740.86, 0, 189.254, 197.643, 188.944, 9.99003
0, 0.00000, 5765.49, 6020.79, 5756.34, 0, 188.998, 197.367, 188.697, 9.97955
0, 0.00000, 5780.82, 6036.53, 5771.9, 0, 188.74, 197.089, 188.448, 9.96899
0, 0.00000, 5796.1, 6052.23, 5787.42, 0, 188.483, 196.813, 188.2, 9.95843
0, 0.00000, 5811.46, 6068.01, 5803.01, 0, 188.224, 196.534, 187.95, 9.94779
0, 0.00000, 5827.02, 6083.99, 5818.82, 0, 187.961, 196.251, 187.696, 9.937
0, 0.00000, 5842.52, 6099.92, 5834.57, 0, 187.699, 195.969, 187.443, 9.9262
0, 0.00000, 5858.23, 6116.05, 5850.54, 0, 187.433, 195.683, 187.186, 9.91526
0, 0.00000, 5873.88, 6132.13, 5866.44, 0, 187.168, 195.397, 186.93, 9.90431
0, 0.00000, 5889.73, 6148.41, 5882.56, 0, 186.898, 195.108, 186.67, 9.89321
0, 0.00000, 5905.53, 6164.64, 5898.62, 0, 186.63, 194.819, 186.411, 9.88211
0, 0.00000, 5921.52, 6181.06, 5914.88, 0, 186.357, 194.526, 186.147, 9.87086
0, 0.00000, 5937.58, 6197.55, 5931.21, 0, 186.083, 194.231, 185.883, 9.85953
0, 0.00000, 5953.7, 6214.11, 5947.61, 0, 185.808, 193.935, 185.617, 9.84812
0, 0.00000, 5969.9, 6230.73, 5964.09, 0, 185.53, 193.637, 185.349, 9.83664
0, 0.00000, 5986.15, 6247.43, 5980.63, 0, 185.252, 193.338, 185.08, 9.82508
0, 0.00000, 6002.47, 6264.18, 5997.24, 0, 184.971, 193.037, 184.809, 9.81346
0, 0.00000, 6018.85, 6281, 6013.91, 0, 184.69, 192.734, 184.537, 9.80175
0, 0.00000, 6035.29, 6297.89, 6030.65, 0, 184.406, 192.43, 184.264, 9.78998
0, 0.00000, 6051.92, 6314.95, 6047.58, 0, 184.119, 192.122, 183.987, 9.77805
0, 0.00000, 6068.6, 6332.08, 6064.58, 0, 183.831, 191.813, 183.709, 9.76604
0, 0.00000, 6085.34, 6349.27, 6081.63, 0, 183.541, 191.502, 183.429, 9.75397
0, 0.00000, 6102.14, 6366.51, 6098.74, 0, 183.25, 191.19, 183.148, 9.74182
0, 0.00000, 6119.1, 6383.93, 6116.04, 0, 182.955, 190.874, 182.863, 9.72952
0, 0.00000, 6136.01, 6401.28, 6133.27, 0, 182.661, 190.558, 182.579, 9.71722
0, 0.00000, 6153.08, 6418.81, 6150.68, 0, 182.364, 190.24, 182.292, 9.70478
0, 0.00000, 6170.33, 6436.51, 6168.26, 0, 182.063, 189.917, 182.001, 9.69219
0, 0.00000, 6187.5, 6454.14, 6185.78, 0, 181.762, 189.595, 181.711, 9.6796
0, 0.00000, 6204.84, 6471.94, 6203.47, 0, 181.458, 189.27, 181.418, 9.66687
0, 0.00000, 6235.4, 8308.15, 6080.16, 0, 181.559, 161.596, 176.981, 24.6182
0, 0.00000, 6252.09, 8326.41, 6097.47, 0, 181.199, 161.548, 176.719, 24.9822
0, 0.00000, 6269.22, 8344.64, 6115.05, 0, 180.874, 161.169, 176.428, 25.0002
0, 0.00000, 6286.5, 8363.01, 6132.79, 0, 180.546, 160.788, 176.133, 25.0173
0, 0.00000, 6303.7, 8381.27, 6150.47, 0, 180.219, 160.408, 175.84, 25.0341
0, 0.00000, 6321.16, 8399.78, 6168.42, 0, 179.886, 160.022, 175.541, 25.0508
0, 0.00000, 6338.54, 8418.18, 6186.3, 0, 179.554, 159.638, 175.243, 25.0673
0, 0.00000, 6356.17, 8436.82, 6204.45, 0, 179.216, 159.248, 174.94, 25.0838
0, 0.00000, 6373.72, 8455.35, 6222.52, 0, 178.88, 158.859, 174.638, 25.1
0, 0.00000, 6391.41, 8474, 6240.75, 0, 178.54, 158.468, 174.334, 25.1161
0, 0.00000, 6409.21, 8492.7, 6259.13, 0, 178.196, 158.071, 174.026, 25.1317
0, 0.00000, 6427.02, 8511.39, 6277.55, 0, 177.851, 157.674, 173.717, 25.1472
0, 0.00000, 6444.96, 8530.18, 6296.12, 0, 177.503, 157.274, 173.406, 25.1626
0, 0.00000, 6463.03, 8549.08, 6314.83, 0, 177.151, 156.87, 173.091, 25.1778
0, 0.00000, 6914.55, 8505.42, 6336.61, 0, 168.231, 155.601, 172.845, 26.4463
0, 0.00000, 8249.72, 8333.22, 6352.82, 0, 149.924, 151.447, 172.477, 29.5189
0, 0.00000, 8267.7, 8351.78, 6371.18, 0, 149.534, 151.053, 172.131, 29.4771
0, 0.00000, 8285.84, 8370.35, 6389.66, 0, 149.136, 150.656, 171.794, 29.4919
0, 0.00000, 8304.07, 8389.01, 6408.26, 0, 148.735, 150.256, 171.454, 29.5064
0, 0.00000, 8322.38, 8407.74, 6426.95, 0, 148.332, 149.852, 171.11, 29.5204
0, 0.00000, 8340.66, 8426.43, 6445.63, 0, 147.928, 149.448, 170.765, 29.5341
0, 0.00000, 8359.02, 8445.22, 6464.44, 0, 147.521, 149.041, 170.417, 29.5477
0, 0.00000, 8267.1, 8468.71, 7332.93, 0, 145.592, 148.706, 154.08, 16.4517
0, 0.00000, 8168.63, 8477.29, 8239.61, 0, 142.727, 148.129, 143.962, 8.08787
0, 0.00000, 8186.81, 8495.71, 8258.69, 0, 142.316, 147.686, 143.561, 8.05826
0, 0.00000, 8204.82, 8514.12, 8277.71, 0, 141.913, 147.262, 143.169, 8.04013
0, 0.00000, 8222.98, 8532.68, 8296.91, 0, 141.505, 146.834, 142.772, 8.02222
0, 0.00000, 8241.21, 8551.31, 8316.18, 0, 141.095, 146.403, 142.373, 8.00421
0, 0.00000, 8259.39, 8569.91, 8335.42, 0, 140.684, 145.973, 141.974, 7.98618
0, 0.00000, 8277.74, 8588.66, 8354.83, 0, 140.269, 145.537, 141.571, 7.9679
0, 0.00000, 8296.13, 8607.46, 8374.3, 0, 139.853, 145.1, 141.165, 7.94951
0, 0.00000, 8314.48, 8626.23, 8393.74, 0, 139.436, 144.663, 140.76, 7.93112
0, 0.00000, 8332.98, 8645.14, 8413.33, 0, 139.015, 144.222, 140.351, 7.91247
0, 0.00000, 8351.51, 8664.1, 8432.98, 0, 138.593, 143.779, 139.939, 7.89372
0, 0.00000, 8370.18, 8683.19, 8452.78, 0, 138.166, 143.332, 139.524, 7.87475
0, 0.00000, 8388.8, 8702.24, 8472.53, 0, 137.74, 142.886, 139.109, 7.85579
0, 0.00000, 8407.55, 8721.41, 8492.42, 0, 137.31, 142.435, 138.691, 7.83659
0, 0.00000, 8426.33, 8740.62, 8512.36, 0, 136.878, 141.983, 138.271, 7.8173
0, 0.00000, 8445.14, 8759.86, 8532.33, 0, 136.445, 141.529, 137.849, 7.7979
0, 0.00000, 8464.07, 8779.22, 8552.44, 0, 136.008, 141.072, 137.423, 7.77828
0, 0.00000, 8483.02, 8798.61, 8572.58, 0, 135.57, 140.613, 136.996, 7.75858
0, 0.00000, 8502.08, 8818.1, 8592.85, 0, 135.128, 140.15, 136.566, 7.73868
0, 0.00000, 8521.15, 8837.62, 8613.14, 0, 134.685, 139.686, 136.134, 7.71869
0, 0.00000, 8540.33, 8857.24, 8633.55, 0, 134.239, 139.219, 135.699, 7.6985
0, 0.00000, 8559.6, 8876.96, 8654.06, 0, 133.789, 138.749, 135.26, 7.67813
0, 0.00000, 8578.79, 8896.61, 8674.51, 0, 133.34, 138.279, 134.823, 7.65778
0, 0.00000, 8598.16, 8916.43, 8695.15, 0, 132.886, 137.804, 134.38, 7.63712
0, 0.00000, 8617.61, 8936.34, 8715.89, 0, 132.43, 137.327, 133.934, 7.61631
0, 0.00000, 8637.07, 8956.25, 8736.63, 0, 131.972, 136.848, 133.488, 7.59542
0, 0.00000, 8656.59, 8976.24, 8757.47, 0, 131.511, 136.366, 133.038, 7.57435
0, 0.00000, 8676.19, 8996.3, 8778.39, 0, 131.048, 135.882, 132.586, 7.55312
0, 0.00000, 8695.78, 9016.36, 8799.31, 0, 130.584, 135.397, 132.133, 7.53182
0, 0.00000, 8715.51, 9036.56, 8820.4, 0, 130.115, 134.907, 131.676, 7.51025
0, 0.00000, 8735.31, 9056.83, 8841.55, 0, 129.644, 134.415, 131.216, 7.48853
0, 0.00000, 8755.16, 9077.16, 8862.78, 0, 129.171, 133.92, 130.753, 7.46667
0, 0.00000, 8775.06, 9097.54, 8884.07, 0, 128.695, 133.423, 130.288, 7.44465
0, 0.00000, 8795, 9117.97, 8905.42, 0, 128.217, 132.924, 129.821, 7.42249
0, 0.00000, 8815, 9138.45, 8926.84, 0, 127.737, 132.423, 129.352, 7.40018
0, 0.00000, 8835.11, 9159.05, 8948.38, 0, 127.253, 131.917, 128.879, 7.37764
0, 0.00000, 8855.25, 9179.69, 8969.97, 0, 126.766, 131.41, 128.404, 7.35497
0, 0.00000, 8875.42, 9200.36, 8991.61, 0, 126.279, 130.901, 127.926, 7.33217
0, 0.00000, 8895.7, 9221.13, 9013.36, 0, 125.787, 130.388, 127.446, 7.30915
0, 0.00000, 8916.06, 9242.01, 9035.22, 0, 125.292, 129.871, 126.961, 7.28592
0, 0.00000, 8936.45, 9262.9, 9057.12, 0, 124.796, 129.353, 126.475, 7.26258
0, 0.00000, 8956.92, 9283.88, 9079.11, 0, 124.296, 128.832, 125.986, 7.23903
0, 0.00000, 8977.4, 9304.88, 9101.13, 0, 123.795, 128.309, 125.495, 7.21538
0, 0.00000, 8998.02, 9326.02, 9123.31, 0, 123.289, 127.782, 125, 7.19143
0, 0.00000, 9018.64, 9347.17, 9145.5, 0, 122.781, 127.253, 124.503, 7.1674
0, 0.00000, 9039.39, 9368.45, 9167.85, 0, 122.27, 126.72, 124.002, 7.14309
0, 0.00000, 9060.13, 9389.72, 9190.19, 0, 121.757, 126.185, 123.5, 7.11871
0, 0.00000, 9080.93, 9411.06, 9212.61, 0, 121.242, 125.648, 122.995, 7.09413
0, 0.00000, 9101.84, 9432.51, 9235.16, 0, 120.723, 125.107, 122.485, 7.06931
0, 0.00000, 9122.8, 9454.01, 9257.76, 0, 120.201, 124.564, 121.974, 7.04433
0, 0.00000, 9143.85, 9475.61, 9280.49, 0, 119.675, 124.016, 121.458, 7.01911
0, 0.00000, 9164.93, 9497.25, 9303.26, 0, 119.148, 123.467, 120.941, 6.99374
0, 0.00000, 9186.04, 9518.92, 9326.08, 0, 118.618, 122.915, 120.421, 6.96823
0, 0.00000, 9207.24, 9540.67, 9348.99, 0, 118.085, 122.36, 119.898, 6.94249
0, 0.00000, 9228.51, 9562.51, 9372, 0, 117.549, 121.802, 119.371, 6.91653
0, 0.00000, 9249.85, 9584.42, 9395.1, 0, 117.009, 121.24, 118.841, 6.89038
0, 0.00000, 9271.25, 9606.4, 9418.28, 0, 116.467, 120.676, 118.309, 6.86402
0, 0.00000, 9292.71, 9628.45, 9441.54, 0, 115.921, 120.108, 117.773, 6.83747
0, 0.00000, 9314.23, 9650.54, 9464.86, 0, 115.373, 119.538, 117.234, 6.81072
0, 0.00000, 9335.78, 9672.69, 9488.25, 0, 114.823, 118.965, 116.693, 6.7838
0, 0.00000, 9357.44, 9694.94, 9511.75, 0, 114.268, 118.388, 116.147, 6.75662
0, 0.00000, 9379.12, 9717.23, 9535.3, 0, 113.711, 117.809, 115.599, 6.72928
0, 0.00000, 9400.89, 9739.6, 9558.96, 0, 113.151, 117.226, 115.048, 6.7017
0, 0.00000, 9422.73, 9762.05, 9582.7, 0, 112.587, 116.64, 114.493, 6.67389
0, 0.00000, 9444.63, 9784.57, 9606.54, 0, 112.02, 116.05, 113.935, 6.64586
0, 0.00000, 9466.55, 9807.11, 9630.39, 0, 111.451, 115.459, 113.375, 6.6177
0, 0.00000, 9488.57, 9829.75, 9654.37, 0, 110.878, 114.864, 112.81, 6.58925
0, 0.00000, 9510.63, 9852.45, 9678.42, 0, 110.302, 114.265, 112.243, 6.56061
0, 0.00000, 9532.78, 9875.24, 9702.58, 0, 109.722, 113.663, 111.671, 6.5317
0, 0.00000, 9554.96, 9898.06, 9726.78, 0, 109.14, 113.058, 111.097, 6.50263
0, 0.00000, 9577.21, 9920.96, 9751.08, 0, 108.554, 112.449, 110.52, 6.4733
0, 0.00000, 9599.48, 9943.89, 9775.41, 0, 107.966, 111.839, 109.94, 6.44382
0, 0.00000, 9621.86, 9966.92, 9799.87, 0, 107.374, 111.224, 109.356, 6.41403
0, 0.00000, 9644.28, 9990.01, 9824.4, 0, 106.779, 110.606, 108.768, 6.38404
0, 0.00000, 9666.79, 10013.2, 9849.04, 0, 106.18, 109.984, 108.177, 6.35377
0, 0.00000, 9689.34, 10036.4, 9873.73, 0, 105.578, 109.359, 107.582, 6.32331
0, 0.00000, 9711.95, 10059.7, 9898.51, 0, 104.973, 108.73, 106.984, 6.2926
0, 0.00000, 9734.57, 10083, 9923.32, 0, 104.365, 108.1, 106.384, 6.26172
0, 0.00000, 9757.3, 10106.5, 9948.26, 0, 103.753, 107.465, 105.779, 6.23053
0, 0.00000, 9780.11, 10130, 9973.31, 0, 103.137, 106.826, 105.17, 6.19907
0, 0.00000, 9802.95, 10153.5, 9998.41, 0, 102.519, 106.184, 104.558, 6.1674
0, 0.00000, 9825.81, 10177.1, 10023.5, 0, 101.897, 105.539, 103.943, 6.13553
0, 0.00000, 9848.78, 10200.8, 10048.8, 0, 101.272, 104.89, 103.324, 6.10335
0, 0.00000, 9871.79, 10224.5, 10074.2, 0, 100.643, 104.238, 102.701, 6.07094
0, 0.00000, 9894.71, 10248.2, 10099.4, 0, 100.005, 103.578, 102.074, 6.04099
0, 0.00000, 9917.86, 10272.1, 10125, 0, 99.3683, 102.917, 101.443, 6.008
0, 0.00000, 9941.04, 10296, 10150.5, 0, 98.7291, 102.254, 100.809, 5.97482
0, 0.00000, 9964.25, 10320, 10176.2, 0, 98.0866, 101.588, 100.172, 5.94139
0, 0.00000, 9987.55, 10344, 10201.9, 0, 97.4401, 100.918, 99.531, 5.90768
0, 0.00000, 10010.9, 10368.2, 10227.7, 0, 96.7899, 100.245, 98.8857, 5.87335
0, 0.00000, 10034.3, 10392.5, 10253.6, 0, 96.1363, 99.568, 98.2367, 5.83857
0, 0.00000, 10057.8, 10416.9, 10279.5, 0, 95.4786, 98.8872, 97.5832, 5.80349
0, 0.00000, 10081.3, 10441.3, 10305.6, 0, 94.818, 98.2036, 96.9268, 5.76819
0, 0.00000, 10104.9, 10465.8, 10331.6, 0, 94.1539, 97.5163, 96.2665, 5.73263
0, 0.00000, 10128.5, 10490.3, 10357.8, 0, 93.4856, 96.8248, 95.6019, 5.69676
0, 0.00000, 10152.2, 10514.9, 10384.1, 0, 92.8144, 96.1303, 94.9341, 5.66066
0, 0.00000, 10176, 10539.6, 10410.4, 0, 92.1387, 95.4312, 94.2617, 5.62433
0, 0.00000, 10199.7, 10564.3, 10436.9, 0, 91.4598, 94.7289, 93.586, 5.58786
0, 0.00000, 10223.6, 10589.1, 10463.4, 0, 90.7772, 94.0228, 92.9063, 5.55127
0, 0.00000, 10247.4, 10613.9, 10489.9, 0, 90.0911, 93.3131, 92.2231, 5.51443
0, 0.00000, 10271.4, 10638.9, 10516.6, 0, 89.4001, 92.5985, 91.5347, 5.47724
0, 0.00000, 10295.4, 10663.8, 10543.4, 0, 88.7066, 91.8813, 90.8434, 5.43981
0, 0.00000, 10319.4, 10688.8, 10570.2, 0, 88.009, 91.1599, 90.1479, 5.40208
0, 0.00000, 10343.5, 10713.9, 10597.1, 0, 87.3069, 90.4338, 89.4476, 5.36402
0, 0.00000, 10367.6, 10739.1, 10624.1, 0, 86.6016, 89.7045, 88.7438, 5.3257
0, 0.00000, 10391.8, 10764.3, 10651.1, 0, 85.8927, 88.9715, 88.0361, 5.28709
0, 0.00000, 10416, 10789.6, 10678.3, 0, 85.179, 88.2335, 87.3233, 5.24813
0, 0.00000, 10440.3, 10814.9, 10705.4, 0, 84.4625, 87.4928, 86.6075, 5.20892
0, 0.00000, 10464.6, 10840.2, 10732.7, 0, 83.7413, 86.7472, 85.8866, 5.16936
0, 0.00000, 10489, 10865.7, 10760, 0, 83.0167, 85.9981, 85.1621, 5.12951
0, 0.00000, 10513.4, 10891.2, 10787.5, 0, 82.2877, 85.2444, 84.4328, 5.08933
0, 0.00000, 10537.8, 10916.7, 10814.9, 0, 81.5554, 84.4874, 83.7, 5.04887
0, 0.00000, 10562.3, 10942.3, 10842.5, 0, 80.819, 83.7261, 82.9626, 5.00808
0, 0.00000, 10586.9, 10967.9, 10870.1, 0, 80.0781, 82.9603, 82.2206, 4.96695
0, 0.00000, 10611.5, 10993.6, 10897.8, 0, 79.3335, 82.1906, 81.4744, 4.92551
0, 0.00000, 10636.1, 11019.4, 10925.6, 0, 78.5849, 81.4169, 80.7239, 4.88375
0, 0.00000, 10660.8, 11045.2, 10953.5, 0, 77.8323, 80.6389, 79.9691, 4.84166
0, 0.00000, 10685.5, 11071.1, 10981.4, 0, 77.0762, 79.8574, 79.2104, 4.79927
0, 0.00000, 10710.2, 11097, 11009.3, 0, 76.3152, 79.0709, 78.4465, 4.75651
0, 0.00000, 10735, 11122.9, 11037.4, 0, 75.5507, 78.2807, 77.6787, 4.71343
0, 0.00000, 10759.9, 11148.9, 11065.5, 0, 74.7822, 77.4862, 76.9063, 4.66989
0, 0.00000, 10784.8, 11175, 11093.7, 0, 74.0095, 76.6877, 76.1294, 4.62583
0, 0.00000, 10809.7, 11201.2, 11121.9, 0, 73.2322, 75.8844, 75.3475, 4.5814
0, 0.00000, 10834.7, 11227.4, 11150.2, 0, 72.4517, 75.0777, 74.5618, 4.53667
0, 0.00000, 10859.7, 11253.6, 11178.6, 0, 71.6667, 74.2665, 73.7714, 4.4916
0, 0.00000, 10884.7, 11279.9, 11207, 0, 70.8781, 73.4516, 72.977, 4.44621
0, 0.00000, 10909.7, 11306.2, 11235.5, 0, 70.0851, 72.632, 72.1777, 4.40046
0, 0.00000, 10934.9, 11332.6, 11264.1, 0, 69.2866, 71.8068, 71.3725, 4.3543
0, 0.00000, 10960, 11359.1, 11292.7, 0, 68.4837, 70.9771, 70.5626, 4.30777
0, 0.00000, 10985.6, 11385.4, 11321.4, 0, 67.6795, 70.1432, 69.7489, 4.25899
0, 0.00000, 11011.1, 11411.8, 11350.2, 0, 66.8729, 69.3064, 68.9321, 4.20955
0, 0.00000, 11036.8, 11438.3, 11379, 0, 66.0594, 68.4625, 68.1079, 4.15959
0, 0.00000, 11062.7, 11464.6, 11407.9, 0, 65.2463, 67.6175, 67.2827, 4.10845
0, 0.00000, 11088.8, 11491, 11436.8, 0, 64.4296, 66.767, 66.4523, 4.05565
0, 0.00000, 11115.1, 11517.5, 11465.9, 0, 63.6046, 65.9078, 65.6128, 4.00206
0, 0.00000, 11141.4, 11543.9, 11495, 0, 62.777, 65.046, 64.7704, 3.94832
0, 0.00000, 11167.6, 11570.4, 11524.1, 0, 61.9477, 64.1827, 63.9261, 3.89452
0, 0.00000, 11193.8, 11596.8, 11553.3, 0, 61.1134, 63.3143, 63.0763, 3.84042
0, 0.00000, 11220.2, 11623.4, 11582.6, 0, 60.2712, 62.4377, 62.2182, 3.78585
0, 0.00000, 11246.6, 11650, 11611.9, 0, 59.4266, 61.5589, 61.3573, 3.73116
0, 0.00000, 11273, 11676.7, 11641.3, 0, 58.5767, 60.6748, 60.4908, 3.67616
0, 0.00000, 11299.4, 11703.3, 11670.7, 0, 57.7231, 59.7869, 59.6201, 3.62096
0, 0.00000, 11325.8, 11729.9, 11700, 0, 56.8671, 58.8966, 58.7466, 3.56563
0, 0.00000, 11352.3, 11756.7, 11729.6, 0, 56.0025, 57.9976, 57.8641, 3.50977
0, 0.00000, 11378.8, 11783.3, 11759, 0, 55.1386, 57.0992, 56.9818, 3.45383
0, 0.00000, 11405.4, 11810, 11788.6, 0, 54.266, 56.1919, 56.0902, 3.39736
0, 0.00000, 11431.9, 11836.8, 11818.3, 0, 53.3901, 55.2813, 55.1949, 3.34071
0, 0.00000, 11458.5, 11863.5, 11847.9, 0, 52.5091, 54.3656, 54.2941, 3.28378
0, 0.00000, 11485.1, 11890.3, 11877.6, 0, 51.625, 53.4468, 53.3898, 3.22669
0, 0.00000, 11511.8, 11917.2, 11907.4, 0, 50.7335, 52.5205, 52.4775, 3.16917
0, 0.00000, 11538.4, 11944, 11937.2, 0, 49.8396, 51.5919, 51.5625, 3.11155
0, 0.00000, 11565, 11970.8, 11966.9, 0, 48.9425, 50.66, 50.6438, 3.05376
0, 0.00000, 11591.7, 11997.6, 11996.8, 0, 48.0387, 49.7214, 49.7178, 2.99558
0, 0.00000, 11618.4, 12024.5, 12026.6, 0, 47.1305, 48.7784, 48.7871, 2.93718
0, 0.00000, 11645.1, 12051.4, 12056.5, 0, 46.218, 47.8309, 47.8515, 2.87854
0, 0.00000, 11671.7, 12078.2, 12086.5, 0, 45.3009, 46.879, 46.9109, 2.81966
0, 0.00000, 11698.5, 12105.2, 12116.5, 0, 44.3774, 45.9205, 45.9633, 2.76042
0, 0.00000, 11725.2, 12132.1, 12146.5, 0, 43.4502, 44.9583, 45.0116, 2.701
0, 0.00000, 11751.9, 12159, 12176.4, 0, 42.52, 43.9932, 44.0564, 2.64143
0, 0.00000, 11778.6, 12185.9, 12206.5, 0, 41.5836, 43.0217, 43.0944, 2.58152
0, 0.00000, 11805.2, 12212.9, 12237.2, 0, 40.6416, 42.0454, 42.1292, 2.52452
0, 0.00000, 11831.6, 12241.1, 12268.6, 0, 39.6961, 41.0701, 41.1621, 2.46871
0, 0.00000, 11858.2, 12271.1, 12299.6, 0, 38.7455, 40.0943, 40.1878, 2.40986
0, 0.00000, 11884.8, 12301.4, 12330.8, 0, 37.7916, 39.1161, 39.2102, 2.35061
0, 0.00000, 11911.8, 12332.7, 12362.6, 0, 36.8332, 38.1341, 38.2272, 2.29103
0, 0.00000, 11939.1, 12364.3, 12394.3, 0, 35.8708, 37.1478, 37.2388, 2.23111
0, 0.00000, 11966.4, 12396, 12426.1, 0, 34.9024, 36.1548, 36.2436, 2.1708
0, 0.00000, 11993.7, 12427.6, 12458, 0, 33.9315, 35.1586, 35.2452, 2.11037
0, 0.00000, 12021, 12459.3, 12489.8, 0, 32.955, 34.156, 34.2405, 2.04963
0, 0.00000, 12048.6, 12491, 12522, 0, 31.974, 33.1477, 33.2306, 1.98861
0, 0.00000, 12076.7, 12522.6, 12554.8, 0, 30.9897, 32.1335, 32.2165, 1.9273
0, 0.00000, 12104.9, 12554.3, 12587.6, 0, 30.001, 31.1145, 31.1975, 1.86583
0, 0.00000, 12133, 12585.9, 12620.4, 0, 29.0074, 30.09, 30.1728, 1.80408
0, 0.00000, 12161.1, 12617.6, 12653.2, 0, 28.0085, 29.0596, 29.1419, 1.74201
